FilePath,Severity,ControlName,FailedResources,AllResources,ComplianceScore
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/argo-cd/manifests/._install.yaml,High,Secret/etcd encryption enabled,9,20,55.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-serviceaccount-secret.yaml,High,Applications credentials in configuration files,1,6,83.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-serviceaccount-secret.yaml,Medium,Cluster internal networking,1,11,90.91
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-serviceaccount-secret.yaml,High,Secret/etcd encryption enabled,5,6,16.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-serviceaccount-secret.yaml,High,Applications credentials in configuration files,4,20,80.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-serviceaccount-secret.yaml,Medium,Cluster internal networking,4,11,63.64
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-serviceaccount-secret.yaml,High,Secret/etcd encryption enabled,5,9,44.44
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-psp.yaml,High,Applications credentials in configuration files,4,9,55.56
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-psp.yaml,Medium,Cluster internal networking,15,19,21.05
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-psp.yaml,High,Secret/etcd encryption enabled,0,11,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-psp.yaml,High,Applications credentials in configuration files,5,5,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-psp.yaml,Medium,Cluster internal networking,8,16,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-psp.yaml,High,Secret/etcd encryption enabled,0,4,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-ingress.yaml,High,Applications credentials in configuration files,12,13,7.69
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-ingress.yaml,Medium,Cluster internal networking,4,7,42.86
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-ingress.yaml,High,Secret/etcd encryption enabled,7,8,12.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-ingress.yaml,High,Applications credentials in configuration files,13,20,35.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-ingress.yaml,Medium,Cluster internal networking,0,20,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-ingress.yaml,High,Secret/etcd encryption enabled,0,6,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-disruptionbudget.yaml,High,Applications credentials in configuration files,0,7,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-disruptionbudget.yaml,Medium,Cluster internal networking,9,14,35.71
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-disruptionbudget.yaml,High,Secret/etcd encryption enabled,4,20,80.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-disruptionbudget.yaml,High,Applications credentials in configuration files,4,16,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-disruptionbudget.yaml,Medium,Cluster internal networking,2,4,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-disruptionbudget.yaml,High,Secret/etcd encryption enabled,14,14,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-psp-rolebinding.yaml,High,Applications credentials in configuration files,2,4,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-psp-rolebinding.yaml,Medium,Cluster internal networking,3,9,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-psp-rolebinding.yaml,High,Secret/etcd encryption enabled,2,6,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-psp-rolebinding.yaml,High,Applications credentials in configuration files,13,20,35.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-psp-rolebinding.yaml,Medium,Cluster internal networking,3,7,57.14
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-psp-rolebinding.yaml,High,Secret/etcd encryption enabled,2,8,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-config-configmap.yaml,High,Applications credentials in configuration files,0,16,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-config-configmap.yaml,Medium,Cluster internal networking,5,8,37.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-config-configmap.yaml,High,Secret/etcd encryption enabled,7,16,56.25
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-config-configmap.yaml,High,Applications credentials in configuration files,2,11,81.82
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-config-configmap.yaml,Medium,Cluster internal networking,3,6,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-config-configmap.yaml,High,Secret/etcd encryption enabled,3,4,25.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-clusterrole.yaml,High,Applications credentials in configuration files,3,10,70.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-clusterrole.yaml,Medium,Cluster internal networking,11,17,35.29
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-clusterrole.yaml,High,Secret/etcd encryption enabled,12,12,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-clusterrole.yaml,High,Applications credentials in configuration files,3,10,70.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-clusterrole.yaml,Medium,Cluster internal networking,1,3,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-clusterrole.yaml,High,Secret/etcd encryption enabled,10,15,33.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-clusterrole.yaml,High,Applications credentials in configuration files,1,11,90.91
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-clusterrole.yaml,Medium,Cluster internal networking,5,11,54.55
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-clusterrole.yaml,High,Secret/etcd encryption enabled,12,19,36.84
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-clusterrole.yaml,High,Applications credentials in configuration files,10,20,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-clusterrole.yaml,Medium,Cluster internal networking,0,3,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-clusterrole.yaml,High,Secret/etcd encryption enabled,2,11,81.82
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp.yaml,High,Applications credentials in configuration files,0,11,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp.yaml,Medium,Cluster internal networking,4,6,33.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp.yaml,High,Secret/etcd encryption enabled,11,16,31.25
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp.yaml,High,Applications credentials in configuration files,6,13,53.85
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp.yaml,Medium,Cluster internal networking,3,19,84.21
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp.yaml,High,Secret/etcd encryption enabled,6,15,60.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-certs-secret.yaml,High,Applications credentials in configuration files,0,11,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-certs-secret.yaml,Medium,Cluster internal networking,0,16,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-certs-secret.yaml,High,Secret/etcd encryption enabled,17,19,10.53
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-certs-secret.yaml,High,Applications credentials in configuration files,5,9,44.44
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-certs-secret.yaml,Medium,Cluster internal networking,2,16,87.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-certs-secret.yaml,High,Secret/etcd encryption enabled,9,13,30.77
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp-role.yaml,High,Applications credentials in configuration files,10,13,23.08
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp-role.yaml,Medium,Cluster internal networking,5,6,16.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp-role.yaml,High,Secret/etcd encryption enabled,8,12,33.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp-role.yaml,High,Applications credentials in configuration files,10,12,16.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp-role.yaml,Medium,Cluster internal networking,10,16,37.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp-role.yaml,High,Secret/etcd encryption enabled,9,15,40.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-statefulset.yaml,High,Applications credentials in configuration files,4,20,80.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-statefulset.yaml,Medium,Cluster internal networking,6,9,33.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-statefulset.yaml,High,Secret/etcd encryption enabled,5,15,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-statefulset.yaml,High,Applications credentials in configuration files,6,12,50.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-statefulset.yaml,Medium,Cluster internal networking,0,20,100.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-statefulset.yaml,High,Secret/etcd encryption enabled,4,12,66.67
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp-rolebinding.yaml,High,Applications credentials in configuration files,6,9,33.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp-rolebinding.yaml,Medium,Cluster internal networking,7,13,46.15
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-psp-rolebinding.yaml,High,Secret/etcd encryption enabled,14,17,17.65
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp-rolebinding.yaml,High,Applications credentials in configuration files,8,9,11.11
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp-rolebinding.yaml,Medium,Cluster internal networking,5,18,72.22
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-psp-rolebinding.yaml,High,Secret/etcd encryption enabled,2,5,60.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-deployment.yaml,High,Applications credentials in configuration files,19,19,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-deployment.yaml,Medium,Cluster internal networking,1,13,92.31
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-deployment.yaml,High,Secret/etcd encryption enabled,10,10,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-deployment.yaml,High,Applications credentials in configuration files,3,12,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-deployment.yaml,Medium,Cluster internal networking,2,9,77.78
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-deployment.yaml,High,Secret/etcd encryption enabled,0,3,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-serviceaccount.yaml,High,Applications credentials in configuration files,7,10,30.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-serviceaccount.yaml,Medium,Cluster internal networking,3,5,40.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-serviceaccount.yaml,High,Secret/etcd encryption enabled,6,16,62.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-serviceaccount.yaml,High,Applications credentials in configuration files,15,15,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-serviceaccount.yaml,Medium,Cluster internal networking,7,15,53.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-serviceaccount.yaml,High,Secret/etcd encryption enabled,0,7,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-rolebinding.yaml,High,Applications credentials in configuration files,6,6,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-rolebinding.yaml,Medium,Cluster internal networking,7,16,56.25
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-rolebinding.yaml,High,Secret/etcd encryption enabled,8,8,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-rolebinding.yaml,High,Applications credentials in configuration files,1,17,94.12
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-rolebinding.yaml,Medium,Cluster internal networking,7,20,65.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-rolebinding.yaml,High,Secret/etcd encryption enabled,3,6,50.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-discovery-rolebinding.yaml,High,Applications credentials in configuration files,7,7,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-discovery-rolebinding.yaml,Medium,Cluster internal networking,17,19,10.53
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-discovery-rolebinding.yaml,High,Secret/etcd encryption enabled,12,13,7.69
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-discovery-rolebinding.yaml,High,Applications credentials in configuration files,16,17,5.88
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-discovery-rolebinding.yaml,Medium,Cluster internal networking,14,16,12.5
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-discovery-rolebinding.yaml,High,Secret/etcd encryption enabled,7,8,12.5
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-serviceaccount.yaml,High,Applications credentials in configuration files,8,17,52.94
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-serviceaccount.yaml,Medium,Cluster internal networking,10,10,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/csi-serviceaccount.yaml,High,Secret/etcd encryption enabled,8,11,27.27
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-serviceaccount.yaml,High,Applications credentials in configuration files,7,18,61.11
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-serviceaccount.yaml,Medium,Cluster internal networking,7,11,36.36
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._csi-serviceaccount.yaml,High,Secret/etcd encryption enabled,5,5,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-role.yaml,High,Applications credentials in configuration files,3,12,75.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-role.yaml,Medium,Cluster internal networking,5,11,54.55
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-role.yaml,High,Secret/etcd encryption enabled,8,13,38.46
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-role.yaml,High,Applications credentials in configuration files,1,5,80.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-role.yaml,Medium,Cluster internal networking,3,7,57.14
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-role.yaml,High,Secret/etcd encryption enabled,4,15,73.33
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-rolebinding.yaml,High,Applications credentials in configuration files,1,9,88.89
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-rolebinding.yaml,Medium,Cluster internal networking,13,16,18.75
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-rolebinding.yaml,High,Secret/etcd encryption enabled,8,13,38.46
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-rolebinding.yaml,High,Applications credentials in configuration files,13,17,23.53
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-rolebinding.yaml,Medium,Cluster internal networking,1,4,75.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-rolebinding.yaml,High,Secret/etcd encryption enabled,12,16,25.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-clusterrolebinding.yaml,High,Applications credentials in configuration files,3,3,0.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-clusterrolebinding.yaml,Medium,Cluster internal networking,0,18,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-clusterrolebinding.yaml,High,Secret/etcd encryption enabled,4,14,71.43
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-clusterrolebinding.yaml,High,Applications credentials in configuration files,13,15,13.33
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-clusterrolebinding.yaml,Medium,Cluster internal networking,17,20,15.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._server-clusterrolebinding.yaml,High,Secret/etcd encryption enabled,7,10,30.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-clusterrolebinding.yaml,High,Applications credentials in configuration files,4,10,60.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-clusterrolebinding.yaml,Medium,Cluster internal networking,15,16,6.25
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/injector-clusterrolebinding.yaml,High,Secret/etcd encryption enabled,3,3,0.0
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-clusterrolebinding.yaml,High,Applications credentials in configuration files,10,13,23.08
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-clusterrolebinding.yaml,Medium,Cluster internal networking,5,15,66.67
/tmp/kubescape_1itf8sji/__MACOSX/YAMLfiles/repos/vault-helm/templates/._injector-clusterrolebinding.yaml,High,Secret/etcd encryption enabled,4,17,76.47
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-discovery-role.yaml,High,Applications credentials in configuration files,0,20,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-discovery-role.yaml,Medium,Cluster internal networking,0,15,100.0
/tmp/kubescape_1itf8sji/YAMLfiles/repos/vault-helm/templates/server-discovery-role.yaml,High,Secret/etcd encryption enabled,5,5,0.0
